date,tata_steel,reliance_industries,adani_enterprises,asian_paints,bharti_airtel,bajaj_finserv,hdfc_bank,infosys,itc,hero_moto_corps,mahindra_and_mahindra,nippon_india_smallcap_fund,parag_parikh_flexi_cap_fund,hdfc_liquid_fund,sbi_liquid_fund,axis_liquid_fund,icici_pru_liquid_fund,snp_500,nasdaq_100,bitcoin,ethereum,physical_gold,sgb,reit
2022-01-01,987.41,1986.38,1501.57,3034.44,485.61,1008.24,1546.72,1459.97,195.41,2448.29,804.51,52.1,52.31,99.7,99.74,99.72,99.31,3912.01,11799.76,3008643.04,203791.74,51391.8,5021.58,295.47
2022-01-02,1026.4,1962.96,1481.39,2997.91,495.19,954.91,1534.36,1465.8,201.32,2330.41,786.06,53.03,52.67,98.46,100.83,100.45,100.43,3958.75,11890.82,2986806.06,217026.66,51562.64,4949.39,296.03
2022-01-03,1006.35,1968.28,1466.83,3028.98,493.93,920.89,1481.41,1506.41,196.88,2361.98,795.99,51.65,51.23,98.13,100.51,100.64,100.36,3962.55,11647.47,3170437.8,211442.8,51819.57,4912.04,300.66
2022-01-04,1043.75,1989.59,1417.04,2930.08,482.6,910.19,1540.49,1420.77,194.87,2413.83,804.31,50.12,53.08,97.61,100.52,100.73,98.12,3972.55,11796.19,3605627.59,225745.67,52681.66,4873.54,301.09
2022-01-05,1046.99,1986.26,1437.89,3011.27,483.18,917.0,1518.32,1396.03,202.09,2408.71,817.41,49.26,55.41,98.93,100.67,137.25,98.26,3953.04,11929.23,3771931.08,233605.86,52561.97,4828.57,302.55
2022-01-06,1087.21,1977.7,1368.68,3000.43,501.58,944.1,1488.19,1387.04,205.75,2348.75,832.41,50.79,55.42,99.65,100.38,101.81,98.72,3992.89,12396.13,4007832.64,237150.91,53005.81,4861.83,300.16
2022-01-07,1140.3,2104.87,1338.51,2969.55,513.03,927.88,1536.17,1355.46,202.6,2322.7,839.57,49.81,55.2,98.45,101.95,101.83,98.09,3731.25,12778.69,4237523.19,230368.34,52524.55,4879.71,300.16
2022-01-08,1143.54,2002.98,1272.18,2795.66,522.11,922.09,1542.22,1387.49,193.52,2323.02,842.63,49.36,57.01,97.64,103.65,101.45,99.05,3842.75,12657.04,4306555.31,211943.65,52713.76,4904.45,300.85
2022-01-09,1207.92,2108.56,1237.2,2766.78,521.33,909.95,1544.54,1448.83,193.89,2224.74,842.37,49.4,59.0,97.88,103.63,102.3,99.41,3676.85,12784.18,4295294.95,220021.61,53712.77,4792.62,298.67
2022-01-10,1260.16,2099.29,1194.39,2690.01,540.85,864.44,1525.8,1409.72,196.77,2229.01,852.36,48.41,60.0,98.71,103.16,101.3,99.84,3664.31,13412.82,4144071.74,249785.48,53560.56,4855.18,300.18
2022-01-11,1298.78,2219.98,1179.65,2675.91,516.72,868.74,1558.6,1442.48,196.67,2243.5,889.76,48.0,60.02,98.74,103.81,100.36,99.22,3526.11,13229.49,4283346.6,241197.4,52677.13,4765.11,302.59
2022-01-12,1290.6,2253.23,1188.39,2572.85,518.82,871.43,1555.7,1404.11,204.43,2292.94,910.67,46.5,58.8,98.05,104.06,100.81,100.03,3697.69,13326.91,4581607.67,232098.72,53219.57,4743.94,294.27
2022-01-13,1254.23,2256.33,1178.09,2593.16,507.8,899.51,1557.6,1376.51,205.11,2367.02,862.06,48.37,61.89,97.25,102.81,100.67,100.64,3722.11,13119.77,4659912.24,215767.08,52819.76,4717.33,296.29
2022-01-14,1280.89,2233.23,1207.0,2712.29,493.53,917.62,1540.61,1405.56,207.07,2439.96,853.73,46.47,60.94,97.63,102.69,100.13,101.56,3765.1,13084.61,4730789.23,209541.27,53454.62,4703.71,296.8
2022-01-15,1327.98,2261.78,1225.25,2667.56,486.58,936.86,1548.99,1409.78,208.0,2430.79,861.09,46.65,62.87,98.07,102.32,101.35,100.77,3716.48,13661.18,4906551.09,219696.38,54530.37,4703.09,291.47
2022-01-16,1326.82,2338.0,1267.31,2687.53,483.61,908.95,1541.13,1460.61,203.78,2414.53,896.5,45.37,62.84,98.73,100.5,100.99,101.12,3674.49,13914.36,5098439.28,197887.06,54586.74,4704.64,289.5
2022-01-17,1323.72,2296.99,1260.68,2702.8,475.91,906.89,1576.81,1392.64,200.63,2428.02,876.67,47.41,61.78,99.37,99.42,99.4,101.19,3908.13,14174.64,5282711.5,208411.64,54192.42,4680.19,287.73
2022-01-18,1311.84,2255.89,1259.39,2640.26,457.55,898.98,1576.86,1407.51,191.76,2621.29,885.86,47.27,62.3,98.95,98.81,98.65,103.01,3814.57,15203.46,5256671.2,220654.48,53646.48,4663.25,287.15
