date,asset_id,quantity
2022-01-01,nippon_india_smallcap_fund,196.62
2022-01-01,icici_pru_liquid_fund,37.31
2022-01-01,sgb,0.25
2022-01-01,reit,28.61
2022-01-01,nasdaq_100,0.16
2022-01-29,asian_paints,3.58
2022-01-29,icici_pru_liquid_fund,39.39
2022-01-29,sgb,0.27
2022-01-29,reit,24.99
2022-01-29,snp_500,0.5
2022-03-04,reliance_industries,10.09
2022-03-04,hdfc_liquid_fund,64.48
2022-03-04,sgb,0.45
2022-03-04,reit,44.85
2022-03-04,snp_500,0.73
2022-03-15,mahindra_and_mahindra,67.86
2022-03-15,sbi_liquid_fund,264.38
2022-03-15,sgb,2.11
2022-03-15,reit,212.39
2022-03-15,snp_500,3.16
2022-03-31,infosys,8.39
2022-03-31,hdfc_liquid_fund,61.25
2022-03-31,sgb,0.5
2022-03-31,reit,42.04
2022-03-31,nasdaq_100,0.27
2022-05-03,parag_parikh_flexi_cap_fund,813.7
2022-05-03,hdfc_liquid_fund,86.71
2022-05-03,physical_gold,0.06
2022-05-03,reit,63.25
2022-05-03,snp_500,1.07
2022-06-07,hero_moto_corps,15.46
2022-06-07,icici_pru_liquid_fund,112.46
2022-06-07,physical_gold,0.06
2022-06-07,reit,77.14
2022-06-07,snp_500,1.25
2022-07-10,tata_steel,12.22
2022-07-10,axis_liquid_fund,79.22
2022-07-10,sgb,0.85
2022-07-10,reit,81.64
2022-07-10,nasdaq_100,0.45
2022-08-10,bharti_airtel,81.41
2022-08-10,icici_pru_liquid_fund,128.46
2022-08-10,sgb,0.88
2022-08-10,reit,78.93
2022-08-10,nasdaq_100,0.52
2022-09-10,asian_paints,35.88
2022-09-10,hdfc_liquid_fund,327.64
2022-09-10,physical_gold,0.27
2022-09-10,reit,212.94
2022-09-10,snp_500,3.48
2022-09-14,adani_enterprises,19.43
2022-09-14,hdfc_liquid_fund,141.64
2022-09-14,sgb,0.88
2022-09-14,reit,93.86
2022-09-14,snp_500,1.44
2022-10-15,tata_steel,11.08
2022-10-15,axis_liquid_fund,99.8
2022-10-15,sgb,0.95
2022-10-15,reit,112.32
2022-10-15,nasdaq_100,0.47
2022-11-18,hero_moto_corps,17.64
2022-11-18,icici_pru_liquid_fund,183.91
2022-11-18,physical_gold,0.13
2022-11-18,reit,126.03
2022-11-18,nasdaq_100,0.49
2022-12-23,hero_moto_corps,15.44
2022-12-23,axis_liquid_fund,122.03
2022-12-23,sgb,1.03
2022-12-23,reit,122.98
2022-12-23,nasdaq_100,0.49
